approved_symbol,hgnc_id,gene_name_reported,source_name,source_evidence_score,source_details,category
AIP,,AIP,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
AKT1,,AKT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ALK,,ALK,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
APC,,APC,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ATM,,ATM,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ATR,,ATR,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ATRX,,ATRX,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BAP1,,BAP1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BARD1,,BARD1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BLM,,BLM,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BMPR1A,,BMPR1A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BRCA1,,BRCA1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BRCA2,,BRCA2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BRIP1,,BRIP1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BUB1B,,BUB1B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CBL,,CBL,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDC73,,CDC73,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDH1,,CDH1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDK4,,CDK4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDKN1B,,CDKN1B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDKN1C,,CDKN1C,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDKN2A,,CDKN2A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CDKN2B,,CDKN2B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CEBPA,,CEBPA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CHEK2,,CHEK2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DDB2,,DDB2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DICER1,,DICER1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DIS3L2,,DIS3L2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
EGFR,,EGFR,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
EPCAM,,EPCAM,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ERCC2,,ERCC2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ERCC3,,ERCC3,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ERCC4,,ERCC4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ERCC5,,ERCC5,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
EXT1,,EXT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
EXT2,,EXT2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
EZH2,,EZH2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCA,,FANCA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCB,,FANCB,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCC,,FANCC,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCD2,,FANCD2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCE,,FANCE,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCF,,FANCF,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCG,,FANCG,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCI,,FANCI,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCL,,FANCL,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FANCM,,FANCM,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FH,,FH,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FLCN,,FLCN,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GATA2,,GATA2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GPC3,,GPC3,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
HRAS,,HRAS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
KIF1B,,KIF1B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
KIT,,KIT,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MAX,,MAX,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MEN1,,MEN1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MET,,MET,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MLH1,,MLH1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MSH2,,MSH2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MSH6,,MSH6,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MUTYH,,MUTYH,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NBN,,NBN,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NF1,,NF1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NF2,,NF2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NSD1,,NSD1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PALB2,,PALB2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PDGFRA,,PDGFRA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PHOX2B,,PHOX2B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PIK3CA,,PIK3CA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PMS2,,PMS2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
POLD1,,POLD1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
POLE,,POLE,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PRF1,,PRF1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PRKAR1A,,PRKAR1A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PTCH1,,PTCH1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PTEN,,PTEN,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAD50,,RAD50,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAD51,,RAD51,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAD51C,,RAD51C,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAD51D,,RAD51D,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RB1,,RB1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RECQL4,,RECQL4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RET,,RET,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RHBDF2,,RHBDF2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RINT1,,RINT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RUNX1,,RUNX1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SBDS,,SBDS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SDHA,,SDHA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SDHAF2,,SDHAF2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SDHB,,SDHB,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SDHC,,SDHC,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SDHD,,SDHD,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SLX4,,SLX4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SMAD4,,SMAD4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SMARCA4,,SMARCA4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SMARCB1,,SMARCB1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
STK11,,STK11,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SUFU,,SUFU,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TMEM127,,TMEM127,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TP53,,TP53,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TSC1,,TSC1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TSC2,,TSC2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
VHL,,VHL,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
WRN,,WRN,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
WT1,,WT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
XPA,,XPA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
XPC,,XPC,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
XRCC2,,XRCC2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RTEL1,,RTEL1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CASR,,CASR,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ANKRD26,,ANKRD26,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CTC1,,CTC1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
FAS,,FAS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
HAX1,,HAX1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
LIG4,,LIG4,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PARN,,PARN,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
REST,,REST,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPL11,,RPL11,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPL35A,,RPL35A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPL5,,RPL5,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS10,,RPS10,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS17,,RPS17,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS19,,RPS19,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS24,,RPS24,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS26,,RPS26,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RPS7,,RPS7,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SAMD9L,,SAMD9L,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SPRED1,,SPRED1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SQSTM1,,SQSTM1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TRIP13,,TRIP13,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
WRAP53,,WRAP53,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MITF,,MITF,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SH2D1A,,SH2D1A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TERT,,TERT,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PTPN11,,PTPN11,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PAX5,,PAX5,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
BRAF,,BRAF,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ETV6,,ETV6,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
KRAS,,KRAS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MAP2K1,,MAP2K1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MAP2K2,,MAP2K2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NRAS,,NRAS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAF1,,RAF1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DKC1,,DKC1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
POLH,,POLH,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PRSS1,,PRSS1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NTHL1,,NTHL1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
POT1,,POT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ELANE,,ELANE,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ERCC1,,ERCC1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GBA,,GBA,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ITK,,ITK,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NHP2,,NHP2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
NOP10,,NOP10,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RMRP,,RMRP,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SHOC2,,SHOC2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
STAT3,,STAT3,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TRIM37,,TRIM37,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
WAS,,WAS,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CTR9,,CTR9,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DOCK8,,DOCK8,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MTAP,,MTAP,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SH2B3,,SH2B3,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SMARCE1,,SMARCE1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SOS1,,SOS1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GREM1,,GREM1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RAD51B,,RAD51B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
IDH1,,IDH1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ACD,,ACD,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ARID1A,,ARID1A,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
ARID1B,,ARID1B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
CTNNB1,,CTNNB1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GATA1,,GATA1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GNA11,,GNA11,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
HOXB13,,HOXB13,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
IDH2,,IDH2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
KMT2D,,KMT2D,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
PDGFRB,,PDGFRB,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
RIT1,,RIT1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SPINK1,,SPINK1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TERC,,TERC,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TERF2IP,,TERF2IP,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TINF2,,TINF2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
UBE2T,,UBE2T,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
LZTR1,,LZTR1,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GALNT12,,GALNT12,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SEC23B,,SEC23B,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
GNAQ,,GNAQ,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
SOS2,,SOS2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
DDX41,,DDX41,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
MAD2L2,,MAD2L2,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
TRIM28,,TRIM28,Leipzig-Cancer_v6,1.0,File:Leipzig-Cancer_v6_gene-list.xlsx|Category:germline,germline
